🌺重要公告🌸,#genre#
纬来篮球,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来篮球,rtmp://f13h.mine.nu/sat/tv721
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
RedBullTV,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
王者荣耀,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.flv?wsAuth=f73077d85e523eb95b6ce1ea3581b46b&token=cpn-androidmpro-0-1863767-7b520f6fe0a2b18db3c111c4e3c14350afd2dcaf43d0ef60&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
纬来篮球,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来篮球,rtmp://f13h.mine.nu/sat/tv721
ELEVEN1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN2,rtmp://f13h.mine.nu/sat/tv741
RedBullTV,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8
JJ斗地主,http://tc-tct.douyucdn2.cn/dyliveflv1a/488743rAHScWyyII_2000.flv?wsAuth=fd695c444eeee99cc6122ed396c805ba&token=cpn-androidmpro-0-488743-df8b1830ef2e6ce156759645768df95bf77749da61fcc901&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
王者荣耀,http://tc-tct.douyucdn2.cn/dyliveflv1a/1863767rkpl2_2000p.flv?wsAuth=f73077d85e523eb95b6ce1ea3581b46b&token=cpn-androidmpro-0-1863767-7b520f6fe0a2b18db3c111c4e3c14350afd2dcaf43d0ef60&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play2
🎸DJ音乐,#genre#
💝永久免费,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
🌸🌸🌸《前世注定的缘》,https://vd3.bdstatic.com/mda-pmr08xak9uh2c8f8/sc/bd265_cae_roi_v6/1703799114073392432/mda-pmr08xak9uh2c8f8.mp4
🌸影🌸《本群专用》,https://vd3.bdstatic.com/mda-na5e2wsduefpwtsa/sc/bd265_cae_delogo/1641892577002645260/mda-na5e2wsduefpwtsa.mp4
🌸直🌸《影视直播分享群》,https://vdse.bdstatic.com//c92e81328ef6d13ba7d44e6eb80f9f1e.mp4
🌸播🌸《QQ:809168903》,https://vdse.bdstatic.com//904548e7bec804905906557ed2752017.mp4
🌸分🌸《免费观看》,https://vd3.bdstatic.com/mda-pdm08zc1ggjx4ycx/sc/bd265_cae_visr_v5/1682123201087649318/mda-pdm08zc1ggjx4ycx.mp4
🌸享🌸《禁止外传》,https://vd3.bdstatic.com/mda-pdi9u02n4u3dxcpz/sc/bd265_cae_visr_v5/1682208259591287320/mda-pdi9u02n4u3dxcpz.mp4
🌸🌸🌸《开开心心过好每一秒》,https://vd3.bdstatic.com/mda-qa42tyxnqakesi48/sc/bd265_cae_roi_v6/1704420849457423285/mda-qa42tyxnqakesi48.mp4
👨👦‍👦QQ:809168903,https://vd3.bdstatic.com/mda-qbi21qmg7wb8cn90/sc/bd265_cae_roi_v6/1708306921837782204/mda-qbi21qmg7wb8cn90.mp4
《加群分享更多精彩福利视频》,https://vd3.bdstatic.com/mda-nfjux5u9pna9p870/hd/bd265_cae_v4/1655788424760287699/mda-nfjux5u9pna9p870.mp4
《欢迎爱好制作视频朋友加群》,https://vdse.bdstatic.com//8343b02f5e7465d4c5b07e54403438b8.mp4
我把来生许给你,https://vd3.bdstatic.com/mda-qe0xefpwh9nuhqw5/sc/bd265_cae_visr_v6/1715785379750217260/mda-qe0xefpwh9nuhqw5.mp4
哥哥听我说,https://vd3.bdstatic.com/mda-qcv6zaytgahu1ik1/sc/bd265_cae_visr_v6/1711814386815378438/mda-qcv6zaytgahu1ik1.mp4
最了因为谁,https://vd3.bdstatic.com/mda-qcwagr8p55h3ki7r/sc/bd265_cae_roi_v6/1711916273300772347/mda-qcwagr8p55h3ki7r.mp4
你成了我的红尘过客,https://vd3.bdstatic.com/mda-qduzv4nm1k060ixh/sc/bd265_cae_roi_v6/1714435536675409400/mda-qduzv4nm1k060ixh.mp4
情歌DJHD,https://vdse.bdstatic.com//61e318ea76e984f2bedb66f1ed1583be.mp4
DJ劲爆舞曲HD,https://vdse.bdstatic.com//8343b02f5e7465d4c5b07e54403438b8.mp4
2023年最火伤感音乐,https://vdse.bdstatic.com//6d39df48360bdb12f73800397c4a6c02.mp4
2023年网络火爆伤感情歌6首,https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4
2023年网络火爆伤感情歌6首,https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4
劲爆DJ串烧,https://vdse.bdstatic.com//01b1f78bb5b009d36ce3f5051e7383c1.mp4
6首伤感情歌DJ,https://vdse.bdstatic.com//f2829db2c58928d71dd969ecb438e1a7.mp4#
《十首伤感DJ情歌》,https://vdse.bdstatic.com//5319e5b5cd1ad9d27a21b9bf4ad534ba.mp4#
👉加群更精彩,https://vd3.bdstatic.com/mda-qcnh9c8zhf4fqew2/default/bd265_cae_roi_v6/1711196849718644210/mda-qcnh9c8zhf4fqew2.mp4
《无情风雨无情的你》,https://vd3.bdstatic.com/mda-qcvbp1m5fqk1z7u0/default/bd265_cae_roi_v6/1711816979127612317/mda-qcvbp1m5fqk1z7u0.mp4
《做人不能昧良心》,https://vd2.bdstatic.com/mda-qik0gyzw7kjm0ay2/720p/h264/1726878080768963793/mda-qik0gyzw7kjm0ay2.mp4
《给我一把连心锁》,https://vd3.bdstatic.com/mda-qi23wn3tqtvq7856/sc/bd265_cae_roi_v6/1726799526805497817/mda-qi23wn3tqtvq7856.mp4
《红颜知己》,https://vd3.bdstatic.com/mda-qh4zfvaz41m92s7y/sc/bd265_cae_visr_v6/1725875443907572806/mda-qh4zfvaz41m92s7y.mp4
一首《老婆花》送给全国的女同胞们,https://vd3.bdstatic.com/mda-nc33eu0a1v7zxcnu/sc/bd265_cae_delogo/1646450712283095420/mda-nc33eu0a1v7zxcnu.mp4#
情歌DJ《红尘没有错＋你为何说了不算＋陪你千山万水》,https://vd3.bdstatic.com/mda-nadfng7qz0sr3ff3/sc/bd265_cae_delogo/1643480883586586354/mda-nadfng7qz0sr3ff3.mp4#
《唱着情歌流着泪》,https://vd3.bdstatic.com/mda-mhwaejanf0ie6b8j/1080p/cae_h264/1630409563129833732/mda-mhwaejanf0ie6b8j.mp4
抖音热歌《大风吹+夜夜夜漫长》,https://vdse.bdstatic.com//13da18e12728e9d7849f6589a3070b4c.mp4
2021年网络火爆伤感情歌6首,https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4
几首比较火的DJ情歌,https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
一首《爱一回错一回》DJ版,https://vd4.bdstatic.com/mda-mbim69siwwsgwp7d/v1-cae/1080p/mda-mbim69siwwsgwp7d.mp4
DJ13首《经典老歌》,https://vd4.bdstatic.com/mda-igbpw1bm4vdxitj0/logo/sc/mda-igbpw1bm4vdxitj0.mp4
DJ版《黑街》,https://vd3.bdstatic.com/mda-mk612p9ceppwbgxj/sc/cae_h264/1636246729628620650/mda-mk612p9ceppwbgxj.mp4
DJ《给你留念》》,https://vd4.bdstatic.com/mda-kim3r6dpd04ypqn4/cae_h264_nowatermark/mda-kim3r6dpd04ypqn4.mp4
2021年网络火爆伤感情歌6首,https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4
几首比较火的DJ情歌,https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
《爱难求情难断…》,https://vdse.bdstatic.com//0c8ed110c5522e9bd31752ecb999b1ab.mp4
一首伤感歌曲,https://vd3.bdstatic.com/mda-nbr5d212a9mkb4vp/cae_h264_delogo/1645848373794241498/mda-nbr5d212a9mkb4vp.mp4
几首绝美情歌DJ,https://vdse.bdstatic.com//c5c64b60c9fdfbdfa3e959bb1d56c4b0.mp4
👼少儿动漫,#genre#
 猫和老鼠剧集,http://159.75.85.63:35455/huya/11352879#http://cfss.cc/cdn/hy/11352879.m3u8
长安三万里,https://yzzy.play-cdn1.com/20230928/1059_b74249f1/2000k/hls/index.m3u8
美猴王,https://vip.lz-cdn12.com/20230818/9391_b73195aa/2000k/hls/mixed.m3u8
黄色小方块,http://maomao.kandiantv.cn/douyu1.php?id=3949681 

名侦探柯南[c],http://maomao.kandiantv.cn/douyu1.php?id=6484910

猫和老鼠,http://159.75.85.63:35455/huya/11352879

金鹰卡通,http://58.19.38.162:9901/tsfile/live/1031_1.m3u8 

南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8 

一颗糖糖canddy,http://maomao.kandiantv.cn/douyu1.php?id=9192852 

动漫推荐i,http://maomao.kandiantv.cn/douyu1.php?id=5187099 

励志少年派,http://maomao.kandiantv.cn/douyu1.php?id=8700367 

植物椿de房间,http://maomao.kandiantv.cn/douyu1.php?id=9771247 

暴躁少女零九,http://maomao.kandiantv.cn/douyu1.php?id=9065302 

前任电影,http://maomao.kandiantv.cn/douyu1.php?id=9329242 

Fatal飞雪,http://maomao.kandiantv.cn/douyu1.php?id=8813596 

芳芳说故事,http://maomao.kandiantv.cn/douyu1.php?id=9401905 

米粒儿动漫,http://maomao.kandiantv.cn/douyu1.php?id=9445279 

3秒爱上学习V,http://maomao.kandiantv.cn/douyu1.php?id=9541736 

果冻lui,http://maomao.kandiantv.cn/douyu1.php?id=9191790 

阿成漫漫看,http://maomao.kandiantv.cn/douyu1.php?id=8799435 

二次元fans鹿鹿,http://maomao.kandiantv.cn/douyu1.php?id=8661526 

猫和老鼠,http://maomao.kandiantv.cn/douyu1.php?id=9650181 

5毒士,http://maomao.kandiantv.cn/douyu1.php?id=9406600 

猫八解说,http://maomao.kandiantv.cn/douyu1.php?id=9542831 

柠柠柠萌菌,http://maomao.kandiantv.cn/douyu1.php?id=9720895 

UP主DJC,http://maomao.kandiantv.cn/douyu1.php?id=9429545 

庄尼兔拟音实验室,http://maomao.kandiantv.cn/douyu1.php?id=9546169 

是有超超,http://maomao.kandiantv.cn/douyu1.php?id=9665484 

我是怪异君V,http://maomao.kandiantv.cn/douyu1.php?id=10279570 

秦看番,http://maomao.kandiantv.cn/douyu1.php?id=9542832 

屁屁鸭家族LOVE,http://maomao.kandiantv.cn/douyu1.php?id=9461930 

女神撩电影,http://maomao.kandiantv.cn/douyu1.php?id=9439594 

三新动漫,http://maomao.kandiantv.cn/douyu1.php?id=9548279 

少年看电影,http://maomao.kandiantv.cn/douyu1.php?id=8762120 

野灿baka,http://maomao.kandiantv.cn/douyu1.php?id=8867233 

mzx阿哲,http://maomao.kandiantv.cn/douyu1.php?id=9483965 

托尔兹桃花剑,http://maomao.kandiantv.cn/douyu1.php?id=8896743 

铁头与橘子,http://maomao.kandiantv.cn/douyu1.php?id=9450942 

流小豆,http://maomao.kandiantv.cn/douyu1.php?id=2441228 

逍遥自在白辰皓,http://maomao.kandiantv.cn/douyu1.php?id=8859276 

月影Yueing212,http://maomao.kandiantv.cn/douyu1.php?id=8885525 

中二的枫哲酱,http://maomao.kandiantv.cn/douyu1.php?id=9541849 

上来先丢大v,http://maomao.kandiantv.cn/douyu1.php?id=9566154 

狂阿弥爷,http://maomao.kandiantv.cn/douyu1.php?id=8975282 

小行家0,http://maomao.kandiantv.cn/douyu1.php?id=9280356 

吃鸡小表弟,http://maomao.kandiantv.cn/douyu1.php?id=9370197 

神奇的大智,http://maomao.kandiantv.cn/douyu1.php?id=9650047 

没腿毛的哥哥,http://maomao.kandiantv.cn/douyu1.php?id=9720447 

魔女嘉尔Gabrielle,http://maomao.kandiantv.cn/douyu1.php?id=9674566 

你顶亲亲的前女友,http://maomao.kandiantv.cn/douyu1.php?id=8896746 

安琪儿的羽翼,http://maomao.kandiantv.cn/douyu1.php?id=9388783 

星空茶茶,http://maomao.kandiantv.cn/douyu1.php?id=8635497 

三斤呦,http://maomao.kandiantv.cn/douyu1.php?id=9047933 

喵妹说电影,http://maomao.kandiantv.cn/douyu1.php?id=9312432 

露爷说漫,http://maomao.kandiantv.cn/douyu1.php?id=9542830 

永无叙V,http://maomao.kandiantv.cn/douyu1.php?id=9442980 

小手枪Newhandgun,http://maomao.kandiantv.cn/douyu1.php?id=8943060 

御前狼王顾云川,http://maomao.kandiantv.cn/douyu1.php?id=9517289 

叶墨的百妖馆,http://maomao.kandiantv.cn/douyu1.php?id=9517351 

py86阿,http://maomao.kandiantv.cn/douyu1.php?id=8849954 

八幡老师1,http://maomao.kandiantv.cn/douyu1.php?id=9272043 

动画魂,http://maomao.kandiantv.cn/douyu1.php?id=9393242 

是小x同学呀,http://maomao.kandiantv.cn/douyu1.php?id=9415020 

然续续,http://maomao.kandiantv.cn/douyu1.php?id=9609171 

哲忆丶,http://maomao.kandiantv.cn/douyu1.php?id=8977251 

庆皇龙利余,http://maomao.kandiantv.cn/douyu1.php?id=9524210 

蛋黄讲动漫,http://maomao.kandiantv.cn/douyu1.php?id=9542834 

十里说,http://maomao.kandiantv.cn/douyu1.php?id=9064711 

隐紫大人不会吐槽,http://maomao.kandiantv.cn/douyu1.php?id=9207457 

大帅比陈雅楠,http://maomao.kandiantv.cn/douyu1.php?id=9718700 

数据6库saber,http://maomao.kandiantv.cn/douyu1.php?id=9720506 

耗子像个战神,http://maomao.kandiantv.cn/douyu1.php?id=1557288 

威生天霖579,http://maomao.kandiantv.cn/douyu1.php?id=9393403 

我的超能力女友,http://maomao.kandiantv.cn/douyu1.php?id=9501159 

皮皮动漫星球,http://maomao.kandiantv.cn/douyu1.php?id=8841920 

卡密密尼,http://maomao.kandiantv.cn/douyu1.php?id=9013989 

少年阿虎233,http://maomao.kandiantv.cn/douyu1.php?id=9396762 

BuriedAlien的号,http://maomao.kandiantv.cn/douyu1.php?id=9440728 

是忆昔啊,http://maomao.kandiantv.cn/douyu1.php?id=9455518 

蓝格雷,http://maomao.kandiantv.cn/douyu1.php?id=5124602 

关云猖,http://maomao.kandiantv.cn/douyu1.php?id=8820996 

冰糖葫芦没放盐V,http://maomao.kandiantv.cn/douyu1.php?id=3505453 

看个M啊,http://maomao.kandiantv.cn/douyu1.php?id=9720919 

尚大人OwO,http://maomao.kandiantv.cn/douyu1.php?id=9656124 

橘癫疯Oswald,http://maomao.kandiantv.cn/douyu1.php?id=8793544 

潇湘公子L,http://maomao.kandiantv.cn/douyu1.php?id=9535657 

Ido漫说,http://maomao.kandiantv.cn/douyu1.php?id=9456379 

九命貓神,http://maomao.kandiantv.cn/douyu1.php?id=7246932 

PP看动漫,http://maomao.kandiantv.cn/douyu1.php?id=9837291 

开心锤锤动漫,http://maomao.kandiantv.cn/douyu1.php?id=9018297 

OneGuy丶,http://maomao.kandiantv.cn/douyu1.php?id=9734098 

菠萝屋的海绵宝宝,http://maomao.kandiantv.cn/douyu1.php?id=3949681 

小小甜的骑士,http://maomao.kandiantv.cn/douyu1.php?id=9236042 

cym009,http://maomao.kandiantv.cn/douyu1.php?id=8231658 

茶啊二中官方,http://maomao.kandiantv.cn/douyu1.php?id=2925610 

我不懂dota2,http://maomao.kandiantv.cn/douyu1.php?id=7620081 

新手村头号玩家,http://maomao.kandiantv.cn/douyu1.php?id=562225 

我叫萌迪迪V,http://maomao.kandiantv.cn/douyu1.php?id=5354705 

绿阿掌,http://maomao.kandiantv.cn/douyu1.php?id=2365 


中二日记搞笑动画,http://maomao.kandiantv.cn/douyu1.php?id=9505575 

JustXiaIt嘻咦啊看,http://maomao.kandiantv.cn/douyu1.php?id=2660125 

蛋泥动画,http://maomao.kandiantv.cn/douyu1.php?id=9312460 

芙芙家的洗碗君,http://maomao.kandiantv.cn/douyu1.php?id=9446706 

甜漫妮666,http://maomao.kandiantv.cn/douyu1.php?id=1569773 

龍組队长天昊,http://maomao.kandiantv.cn/douyu1.php?id=1487654 

油兔不二字幕组,http://maomao.kandiantv.cn/douyu1.php?id=8850453 

师落,http://maomao.kandiantv.cn/douyu1.php?id=6911044 

很优美,http://maomao.kandiantv.cn/douyu1.php?id=7528160 

多发几个思雨,http://maomao.kandiantv.cn/douyu1.php?id=7256376 

草帽丶海贼团,http://maomao.kandiantv.cn/douyu1.php?id=997925 

老人家小熊猫君,http://maomao.kandiantv.cn/douyu1.php?id=753342 

小林家的意大利炮,http://maomao.kandiantv.cn/douyu1.php?id=9501444 

成龙历险纪,http://maomao.kandiantv.cn/douyu1.php?id=2287949

影视直播分享群五群QQ:809168903
龙珠全集解壹,http://159.75.85.63:35455/huya/10279885
龙珠全集解贰,http://159.75.85.63:35455/huya/19757963
龙珠全集剧叁,http://159.75.85.63:35455/huya/11601966
龙珠全集剧肆,http://159.75.85.63:35455/huya/16755322
斌哥解说漫壹,http://159.75.85.63:35455/huya/18632116
斌哥解说漫贰,http://159.75.85.63:35455/huya/21059621
足球小将解说,http://159.75.85.63:35455/huya/25725150
头文字D剧集,http://159.75.85.63:35455/huya/11352889
一人之上漫剧,http://159.75.85.63:35455/huya/11602065
叮当全集剧集,http://159.75.85.63:35455/huya/11601963
樱桃小丸子剧,http://159.75.85.63:35455/huya/11342394
猫和老鼠剧集,http://159.75.85.63:35455/huya/11352879
💽影视欣赏,#genre#
抖音姐姐热舞,http://rihou.cc:555/mp4?id=lndjll.mp4
粤语戏曲轮播,p3p://108.181.32.169.33201/64336236000b18a12210b67722665e99
粤语长片轮播,p3p://108.181.32.169.33201/643361c7000d4bee220f05703b541d41
粤剧白蛇传情,http://159.75.85.63:35455/huya/19743437
国语译制电影,http://maomao.kandiantv.cn/douyu1.php?id=2436390
第一滴血全集,http://maomao.kandiantv.cn/yy.php?id=1354932355
敢死队全轮播,http://maomao.kandiantv.cn/yy.php?id=1382735573
速度与激情集,http://maomao.kandiantv.cn/yy.php?id=1382736911
漫威系列轮播,http://maomao.kandiantv.cn/yy.php?id=1354932402
变形金刚轮播,http://maomao.kandiantv.cn/yy.php?id=1382736803
哈利波特全集,http://maomao.kandiantv.cn/yy.php?id=1382745105
夺宝奇兵全集,http://maomao.kandiantv.cn/yy.php?id=1382736833
机械战警全集,http://maomao.kandiantv.cn/yy.php?id=1382736854
古惑仔国轮播,http://maomao.kandiantv.cn/yy.php?id=1458015189
黑衣一二轮播,http://maomao.kandiantv.cn/yy.php?id=1354930936
叠影重重全集,http://maomao.kandiantv.cn/yy.php?id=1382735570
美剧解说轮播,http://maomao.kandiantv.cn/douyu1.php?id=9643264
经典美剧解说,http://maomao.kandiantv.cn/douyu1.php?id=9123570
雪中悍刀行剧,http://159.75.85.63:35455/huya/11336592
庆余年电视剧,http://159.75.85.63:35455/huya/11352960
琅琊榜电视剧,http://zby.xjqxz.top/lyb/live.m3u8
83射雕英雄传,http://maomao.kandiantv.cn/yy.php?id=1354210357
仙剑奇侠传剧,http://maomao.kandiantv.cn/yy.php?id=1382749903
花千骨电视剧,http://maomao.kandiantv.cn/yy.php?id=1354943110
少年歌行剧集,http://maomao.kandiantv.cn/yy.php?id=1450556636
三生三世轮播,http://zby.xjqxz.top/sssszss/live.m3u8
甄嬛传电视剧,http://zby.xjqxz.top/live8/live.m3u8
芈月传电视剧,http://159.75.85.63:35455/huya/11352975
延禧攻略轮播,http://159.75.85.63:35455/huya/26355864
卿卿日常轮播,http://zby.xjqxz.top/qqrc/live.m3u8
知否知否轮播,http://zby.xjqxz.top/zfzf/live.m3u8
与凤行电视剧,http://159.75.85.63:35455/huya/26355866
开端电视轮播,http://159.75.85.63:35455/huya/11342397
如果岁月轮播,http://maomao.kandiantv.cn/yy.php?id=1382736883
流金岁月轮播,http://maomao.kandiantv.cn/yy.php?id=1382749906
向风而行轮播,http://zby.xjqxz.top/xfex/live.m3u8
欢乐颂电视剧,http://maomao.kandiantv.cn/douyu1.php?id=3756989
好先生电视剧,http://maomao.kandiantv.cn/douyu1.php?id=9650792
我的前半生剧,http://maomao.kandiantv.cn/yy.php?id=1382735564
伪装者电视剧,http://maomao.kandiantv.cn/yy.php?id=1354936244
警察荣誉轮播,http://zby.xjqxz.top/live16/live.m3u8
雪豹电视轮播,http://159.75.85.63:35455/huya/29580970
火蓝刀锋轮播,http://maomao.kandiantv.cn/yy.php?id=1382737892
二炮手电视剧,http://maomao.kandiantv.cn/yy.php?id=1354930964
武林外传轮播,http://maomao.kandiantv.cn/yy.php?id=1355652820
科幻Fans轮播,http://maomao.kandiantv.cn/douyu1.php?id=3508304
科幻解说轮播,http://maomao.kandiantv.cn/douyu1.php?id=9338839
科幻梦工场播,http://159.75.85.63:35455/huya/15152155
笑傲帮集轮播,http://maomao.kandiantv.cn/yy.php?id=1382735555
笑傲江湖一季,http://maomao.kandiantv.cn/yy.php?id=1382749896
欢乐集结号播,http://maomao.kandiantv.cn/yy.php?id=1354931582
欢乐集结号三,http://maomao.kandiantv.cn/yy.php?id=1382736822
吐槽大会京都,http://maomao.kandiantv.cn/yy.php?id=1354936210
吐槽大会二季,http://maomao.kandiantv.cn/yy.php?id=1354936145
娱乐扒叔轮播,http://maomao.kandiantv.cn/douyu1.php?id=9624581
卡酷少儿频道,http://112.102.217.173:9003//hls/71/index.m3u8
炫动卡通频道,http://112.102.217.173:9003//hls/72/index.m3u8
金鹰卡通频备,http://112.102.217.173:9003//hls/73/index.m3u8
优漫卡通频道,http://112.102.217.173:9003//hls/74/index.m3u8
动作电影频道,http://112.102.217.173:9003//hls/75/index.m3u8
爱情喜剧频道,http://112.102.217.173:9003//hls/76/index.m3u8
惊辣悬疑频道,http://112.102.217.173:9003//hls/77/index.m3u8
东北热剧频道,http://112.102.217.173:9003//hls/78/index.m3u8
嗨看暑假频道,http://112.102.217.173:9003//hls/79/index.m3u8
精品大剧频道,http://112.102.217.173:9003//hls/80/index.m3u8
古装剧场频道,http://112.102.217.173:9003//hls/81/index.m3u8
军旅剧场频道,http://112.102.217.173:9003//hls/82/index.m3u8
家庭剧场频道,http://112.102.217.173:9003//hls/83/index.m3u8
超级电视频道,http://112.102.217.173:9003//hls/84/index.m3u8
超级电影频道,http://112.102.217.173:9003//hls/85/index.m3u8
超级体育频道,http://112.102.217.173:9003//hls/86/index.m3u8
超级综艺频道,http://112.102.217.173:9003//hls/87/index.m3u8
精品记录频道,http://112.102.217.173:9003//hls/88/index.m3u8
精品体育频道,http://112.102.217.173:9003//hls/89/index.m3u8
金牌综艺频道,http://112.102.217.173:9003//hls/90/index.m3u8
军事评论频道,http://112.102.217.173:9003//hls/91/index.m3u8
农业致富频道,http://112.102.217.173:9003//hls/92/index.m3u8
怡伴健康频道,http://112.102.217.173:9003//hls/93/index.m3u8
潮妈辣妹频道,http://112.102.217.173:9003//hls/94/index.m3u8
武博世界频道,http://112.102.217.173:9003//hls/95/index.m3u8
中国功夫频道,http://112.102.217.173:9003//hls/96/index.m3u8
精品综艺频道,http://112.102.217.173:9003//hls/97/index.m3u8
热播精选频道,http://112.102.217.173:9003//hls/98/index.m3u8
黑莓电影频道,http://112.102.217.173:9003//hls/99/index.m3u8
黑莓动画频道,http://112.102.217.173:9003//hls/100/index.m3u8
哒啵赛事频道,http://112.102.217.173:9003//hls/101/index.m3u8
炫舞未来频道,http://112.102.217.173:9003//hls/102/index.m3u8
精彩篮球频道,http://112.102.217.173:9003//hls/103/index.m3u8
精彩竟技频道,http://112.102.217.173:9003//hls/104/index.m3u8

琅琊榜电视剧,http://zby.xjqxz.top/lyb/live.m3u8
警察荣誉轮播,http://zby.xjqxz.top/live16/live.m3u8
雪豹电视轮播,http://159.75.85.63:35455/huya/29580970
脱口秀大会肆,http://159.75.85.63:35455/huya/30080243
脱口秀大会伍,http://159.75.85.63:35455/huya/11352875
粤语星爷电影,http://159.75.85.63:35455/huya/11336587
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
星光经典频视,https://ali.hlspull.yximgs.com/live/1355046088.flv
星光综合频视,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
星光影迷频视,https://ali.hlspull.yximgs.com/live/11077536.flv
经典电影频视,http://ali.hlspull.yximgs.com/live/asdfg978707232.flv
经典乡村频视,http://ali.hlspull.yximgs.com/live/asdfg863678266.flv
经典频道频视,http://ali.hlspull.yximgs.com/live/asdfg6699388.flv
经典功夫频视,http://ali.hlspull.yximgs.com/live/asdfg99338.flv
经典都市频视,http://ali.hlspull.yximgs.com/live/asdfg32619.flv 
经典综艺频视,http://ali.hlspull.yximgs.com/live/asdfg171759930.flv
经典少儿频视,http://ali.hlspull.yximgs.com/live/asdfg315962975.flv
经典港片频视,http://ali.hlspull.yximgs.com/live/asdfg6899366.flv
知否知否轮播,http://zby.xjqxz.top/zfzf/live.m3u8
与凤行电视剧,http://159.75.85.63:35455/huya/26355866
开端电视轮播,http://159.75.85.63:35455/huya/11342397
向风而行轮播,http://zby.xjqxz.top/xfex/live.m3u8
警察荣誉轮播,http://zby.xjqxz.top/live16/live.m3u8
雪豹电视轮播,http://159.75.85.63:35455/huya/29580970
科幻梦工场播,http://159.75.85.63:35455/huya/15152155
脱口秀大会肆,http://159.75.85.63:35455/huya/30080243
脱口秀大会伍,http://159.75.85.63:35455/huya/11352875
粤语星爷电影,http://159.75.85.63:35455/huya/11336587
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视频道,http://wouu.net:9977/udp/239.93.0.156:2193
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
星光经典频视,https://ali.hlspull.yximgs.com/live/1355046088.flv
星光综合频视,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
星光影迷频视,https://ali.hlspull.yximgs.com/live/11077536.flv
经典电影频视,http://ali.hlspull.yximgs.com/live/asdfg978707232.flv
经典乡村频视,http://ali.hlspull.yximgs.com/live/asdfg863678266.flv
经典频道频视,http://ali.hlspull.yximgs.com/live/asdfg6699388.flv
经典功夫频视,http://ali.hlspull.yximgs.com/live/asdfg99338.flv
经典都市频视,http://ali.hlspull.yximgs.com/live/asdfg32619.flv 
经典综艺频视,http://ali.hlspull.yximgs.com/live/asdfg171759930.flv
经典少儿频视,http://ali.hlspull.yximgs.com/live/asdfg315962975.flv
经典港片频视,http://ali.hlspull.yximgs.com/live/asdfg6899366.flv
大湾区音乐会,https://vod2-nflive.southcn.com/6c9b613dvodcq1500007626/690b5f141397757893540164754/playlist_eof.m3u8
📀电影轮番,#genre#
邵氏影院@代,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
重温经典频道,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
经典电影频道,https://ali.hlspull.yximgs.com/live/asdfg32522.flv 
经典影院频道,https://ali.hlspull.yximgs.com/live/asdfg32516.flv 
重温经典卫星,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
经典电影频道,https://ali.hlspull.yximgs.com/live/asdfg32522.flv 
