 经典电影嘉兴,#genre#
CCTV12[ipv6],https://epg.pw/stream/582d8a9690ce72b7c6c321c1963f47ac34af5a23135782a4d39e2aa5676f8b02.m3u8
CCTV12[ipv6],https://epg.pw/stream/aedb71e61961cd2a5a5b9a8a83b8ae489c9408e6b420593aecb92cc36de628fe.m3u8
CCTV12[ipv6],https://epg.pw/stream/901a39546fb308f54fff8b3949e72914fce24269b843adb55d79a7992c48687a.m3u8
CCTV13[ipv6],https://epg.pw/stream/f629fae6f89c08c116b32cf491f47d33f94b5b5df4f65602efa060a66a8f27bf.m3u8
CCTV13[ipv6],https://epg.pw/stream/ba03b7023fb49debb5270bb48536097fc8377d6c29dd6ec42d7f1fac7e63723c.m3u8
CCTV13[ipv6],https://epg.pw/stream/46bbc0749a36629831e13e3584e254bdc359e2bc0e42f4b7e7706529599ca7f5.m3u8
CCTV13[ipv6],https://epg.pw/stream/864260dae46a78acb1e8ed369525d1c3b8bc16aa69c8789aea0bccf831b6ac40.m3u8
CCTV13[ipv6],https://epg.pw/stream/35b1968ac8f696e98cdd72b2e403b67f7bae0ae393ee693f278a245625e4ce9f.m3u8
CCTV13[ipv6],https://epg.pw/stream/d8d86dede808358d248bad6c290eba43f63be54e467ea3865a0140b3fb9e5f25.m3u8
CCTV13[ipv6],https://epg.pw/stream/8d8f5970c3388f0b49026ce8ed37a9ab37e33a9d29b7dd4152a05c1332ccc78b.m3u8
CCTV14[ipv6],https://epg.pw/stream/c375661a94c310dd112505c98740c9917785676f84443adf5246edaa1d5de485.m3u8
CCTV14[ipv6],https://epg.pw/stream/3cb65b76db2d276d37838b0933586c787af9cd11aeac524d3b7a4bb67bcd2d8d.m3u8
CCTV14[ipv6],https://epg.pw/stream/aa2dd2bceb8f1a2b34aacb4349b88e09153349fb5699ae85c7ed94daaaa357c4.m3u8
CCTV14[ipv6],https://epg.pw/stream/6dbe9409e344cd6ab113ba8cb1d0f675f7c9e00b968f8e80a5b2f344c22bb030.m3u8
CCTV14[ipv6],https://epg.pw/stream/5d7dfa5ebfe90c78b537cdc5dd77be50a3ed19ffe163aa50de5f4d79dd2ab3db.m3u8
CCTV14[ipv6],https://epg.pw/stream/b64b2a518a4639f46d8b82c7f2afa1bfa91e95eb64659a4f75d421357f20a18b.m3u8
CCTV14[ipv6],https://epg.pw/stream/9c73daa5c22a14745357255f55b73b65ab6bab976d1309bfe949de363622e36a.m3u8
CCTV14[ipv6],https://epg.pw/stream/539956ff2a33c1db4e987b4eaf557518677475c601fa92c0573c6bd0c5cefd09.m3u8
CCTV14[ipv6],https://epg.pw/stream/c755c8b59abcef5aaecb004b0e51c1570726b42aabef06d7a8d81fb3a8a2f6ee.m3u8
CCTV14[ipv6],https://epg.pw/stream/81b7797c31f3ca9a91e207b707f88027d93cf50d35999fc2e33c24e9bf30d709.m3u8
CCTV15[ipv6],https://epg.pw/stream/b2b98617f94df23cf609a6968e6f1b88fa99e9a76c19688a3efeb4dfbd4234d9.m3u8
CCTV15[ipv6],https://epg.pw/stream/f0832cfdd1d45cfe7bb3b215568b69269405307d5a06171ee087ac3c154ba14c.m3u8
CCTV15[ipv6],https://epg.pw/stream/6136e564e2ccb164dd67db8efec99abbd1359f18b5f241b11c2d354821fbd000.m3u8
CCTV15[ipv6],https://epg.pw/stream/d239fb84263e881c367c092224d5a5bbc9bc8f6096875c7506df050d8106d32c.m3u8
CCTV15[ipv6],https://epg.pw/stream/ecd4b5aa3960959c33cfdf65566e3bc1130992aefe7227dbfae0ca8f9afe055a.m3u8
CCTV15[ipv6],https://epg.pw/stream/f5c27d1a459fea9505fe0eaff71c5f8b814a01876be632f11f1251180cd55f9b.m3u8
CCTV15[ipv6],https://epg.pw/stream/5f1429825ae0c5f9b95444074454a0766d6278fedbe4ce22479f03e83f540e10.m3u8
CCTV15[ipv6],https://epg.pw/stream/cb3c72e7254e40411c7136bafb32bd8e1b6f4739c265c52851cff323a6a22b77.m3u8
CCTV15[ipv6],https://epg.pw/stream/b17180549193f12c2104b05f75c124ca1702e96917aba74a23c8ac88fd7ea0df.m3u8
CCTV16[ipv6],https://epg.pw/stream/dc455aa85ec9ad8bfc603bb74d352f026ad3f2b30bcacc0a5c1d6cb5e4dd9763.m3u8
CCTV16[ipv6],https://epg.pw/stream/88432130a32875dc03aab0604ff31c6291c75f22b58243882c6a2b0059b9289f.m3u8
CCTV16[ipv6],https://epg.pw/stream/50b58af32d45bb6f2f6acfb0cf3def87a6313f0d634098de631492c395200c89.m3u8
CCTV16[ipv6],https://epg.pw/stream/88a94883a639d103b2c83ed37971bb392f6e718e4c79978ddc93cd5f4a0deaed.m3u8
CCTV16[ipv6],https://epg.pw/stream/4d5449c8fe787897c9d3d28c3eb9fc309c7a012ca19f3cc97a579dad2c51d8f9.m3u8
CCTV16[ipv6],https://epg.pw/stream/9eeb49b6d1048ea7c05421a7409300f43ed5695e937a78feb1cc9eb1cb4de5b4.m3u8
CCTV16[ipv6],https://epg.pw/stream/3d549f839d8441032ab1a90e8897e7384687d7b39cced4f60ea3e14e436868e9.m3u8
CCTV16[ipv6],https://epg.pw/stream/ef0fd5d8e6b94b53627f9bb92127c5505ea28fb9b0a824956c635db17942c10d.m3u8
CCTV16[ipv6],https://epg.pw/stream/2e4b122dcdbbeecd30ed99b9f8d9885a742a86b40fd29cc352a4cdc1a0b430b4.m3u8
CCTV17[ipv6],https://epg.pw/stream/dddefc79612b67b3cf82b2c6e138c410f87628a60ce50a269f6e8dec056c23a8.m3u8
CCTV17[ipv6],https://epg.pw/stream/e708db23c72b7ff54d1311af9347bd7a3d20831bc1554f0aa3adfd27beb3510f.m3u8
CCTV17[ipv6],https://epg.pw/stream/4160a9b21b0715860c7326056838e13d6811ca51159391f2739ed43be05a53f2.m3u8
CCTV17[ipv6],https://epg.pw/stream/893840fd7b46528717f4f90cb37bde95455239ad7879a5860838530bca5f793e.m3u8
CCTV17[ipv6],https://epg.pw/stream/aeea73d4260cfc500cbdc518186e56f90037a5113f99e5fb541ba310bb2e7caf.m3u8
CCTV17[ipv6],https://epg.pw/stream/678eec3ec8151c27eb362dbdc70bce12b75ce22b1ac992114846490317acb2fc.m3u8
CCTV17[ipv6],https://epg.pw/stream/2dcb0915f9efa1a9d6895edafb8e144553f45f7115399abb19adac5c062ea1c3.m3u8
CCTV17[ipv6],https://epg.pw/stream/b6866815f985fb51d1a8c195ef73afbd858d740c62358e35b9f665896b40dd91.m3u8

卫视频道IPV6,#genre#

浙江卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
东方卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
广东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
深圳卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
北京卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
江西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视「IPV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
贵州卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视「IPV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
重庆卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
吉林卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
黑龙卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8

湖南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
浙江卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
东方卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
广东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
深圳卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
北京卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
江西卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
贵州卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
重庆卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
吉林卫视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
黑龙江视「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8

央视嘉善频道,#genre#
CCTV-01嘉善,http://123.149.112.105:9003//hls/1/index.m3u8
CCTV-02嘉善,http://123.149.112.105:9003//hls/2/index.m3u8
CCTV-03嘉善,http://123.149.112.105:9003//hls/3/index.m3u8
CCTV-04嘉善,http://123.149.112.105:9003//hls/4/index.m3u8
CCTV-05嘉善,http://123.149.112.105:9003//hls/5/index.m3u8
CCTV-06嘉善,http://123.149.112.105:9003//hls/6/index.m3u8
CCTV-07嘉善,http://123.149.112.105:9003//hls/7/index.m3u8
CCTV-08嘉善,http://123.149.112.105:9003//hls/8/index.m3u8
CCTV-09嘉善,http://123.149.112.105:9003//hls/9/index.m3u8
CCTV-10嘉善,http://123.149.112.105:9003//hls/10/index.m3u8
CCTV-11嘉善,http://123.149.112.105:9003//hls/11/index.m3u8
CCTV-12嘉善,http://123.149.112.105:9003//hls/12/index.m3u8
CCTV-13嘉善,http://123.149.112.105:9003//hls/13/index.m3u8
CCTV-14嘉善,http://123.149.112.105:9003//hls/14/index.m3u8
CCTV-15嘉善,http://123.149.112.105:9003//hls/15/index.m3u8

卫视嘉善频道,#genre#

北京卫视嘉善,http://112.102.217.173:9003//hls/41/index.m3u8
东方卫视嘉善,http://112.102.217.173:9003//hls/39/index.m3u8
浙江卫视嘉善,http://112.102.217.173:9003//hls/40/index.m3u8
江苏卫视嘉善,http://112.102.217.173:9003//hls/38/index.m3u8
湖南卫视嘉善,http://112.102.217.173:9003//hls/37/index.m3u8
广东卫视嘉善,http://112.102.217.173:9003//hls/42/index.m3u8
深圳卫视嘉善,http://112.102.217.173:9003//hls/51/index.m3u8
天津卫视嘉善,http://112.102.217.173:9003//hls/46/index.m3u8
安徽卫视嘉善,http://112.102.217.173:9003//hls/43/index.m3u8
山东卫视嘉善,http://112.102.217.173:9003//hls/48/index.m3u8
河北卫视嘉善,http://112.102.217.173:9003//hls/56/index.m3u8
河南卫视嘉善,http://112.102.217.173:9003//hls/44/index.m3u8
东南卫视嘉善,http://112.102.217.173:9003//hls/47/index.m3u8
海南卫视嘉善,http://112.102.217.173:9003//hls/53/index.m3u8
江西卫视嘉善,http://112.102.217.173:9003//hls/49/index.m3u8
湖北卫视嘉善,http://112.102.217.173:9003//hls/54/index.m3u8
四川卫视嘉善,http://112.102.217.173:9003//hls/50/index.m3u8
贵州卫视嘉善,http://112.102.217.173:9003//hls/52/index.m3u8
重庆卫视嘉善,http://112.102.217.173:9003//hls/55/index.m3u8
吉林卫视嘉善,http://112.102.217.173:9003//hls/45/index.m3u8
广西卫视嘉善,http://112.102.217.173:9003//hls/62/index.m3u8
辽宁卫视嘉善,http://112.102.217.173:9003//hls/57/index.m3u8
青海卫视嘉善,http://112.102.217.173:9003//hls/59/index.m3u8
云南卫视嘉善,http://112.102.217.173:9003//hls/60/index.m3u8
山西卫视嘉善,http://112.102.217.173:9003//hls/61/index.m3u8
新疆卫视嘉善,http://112.102.217.173:9003//hls/64/index.m3u8
延边卫视嘉善,http://112.102.217.173:9003//hls/65/index.m3u8
兵团卫视嘉善,http://112.102.217.173:9003//hls/66/index.m3u8
宁夏卫视嘉善,http://112.102.217.173:9003//hls/67/index.m3u8
陕西卫视嘉善,http://112.102.217.173:9003//hls/68/index.m3u8
西藏卫视嘉善,http://112.102.217.173:9003//hls/58/index.m3u8
甘肃卫视嘉善,http://112.102.217.173:9003//hls/70/index.m3u8
内蒙古视嘉善,http://112.102.217.173:9003//hls/63/index.m3u8

央视桐乡频道,#genre#

CCTV-01桐乡,http://218.13.170.98:9901/tsfile/live/0001_1.m3u8
CCTV-02桐乡,http://218.13.170.98:9901/tsfile/live/0002_1.m3u8
CCTV-03桐乡,http://218.13.170.98:9901/tsfile/live/0003_1.m3u8
CCTV-04桐乡,http://218.13.170.98:9901/tsfile/live/0004_1.m3u8
CCTV-05桐乡,http://218.13.170.98:9901/tsfile/live/0005_1.m3u8
CCTV-06桐乡,http://218.13.170.98:9901/tsfile/live/0006_1.m3u8
CCTV-07桐乡,http://218.13.170.98:9901/tsfile/live/0007_1.m3u8
CCTV-08桐乡,http://218.13.170.98:9901/tsfile/live/0008_1.m3u8
CCTV-09桐乡,http://218.13.170.98:9901/tsfile/live/0009_1.m3u8
CCTV-10桐乡,http://218.13.170.98:9901/tsfile/live/0010_1.m3u8
CCTV-11桐乡,http://218.13.170.98:9901/tsfile/live/0011_1.m3u8
CCTV-12桐乡,http://218.13.170.98:9901/tsfile/live/0012_1.m3u8
CCTV-13桐乡,http://218.13.170.98:9901/tsfile/live/0013_1.m3u8
CCTV-14桐乡,http://218.13.170.98:9901/tsfile/live/0014_1.m3u8
CCTV-15桐乡,http://218.13.170.98:9901/tsfile/live/0015_1.m3u8
CCTV-17桐乡,http://218.13.170.98:9901/tsfile/live/0016_1.m3u8

卫视桐乡频道,#genre#

北京卫视桐乡,http://218.13.170.98:9901/tsfile/live/1004_1.m3u8
东方卫视桐乡,http://218.13.170.98:9901/tsfile/live/1010_1.m3u8
浙江卫视桐乡,http://218.13.170.98:9901/tsfile/live/1002_1.m3u8
江苏卫视桐乡,http://218.13.170.98:9901/tsfile/live/1003_1.m3u8
湖南卫视桐乡,http://218.13.170.98:9901/tsfile/live/1001_1.m3u8
广东卫视桐乡,http://218.13.170.98:9901/tsfile/live/0017_1.m3u8
深圳卫视桐乡,http://218.13.170.98:9901/tsfile/live/1005_1.m3u8
湖北卫视桐乡,http://218.13.170.98:9901/tsfile/live/1007_1.m3u8
天津卫视桐乡,http://218.13.170.98:9901/tsfile/live/1008_1.m3u8
安徽卫视桐乡,http://218.13.170.98:9901/tsfile/live/1013_1.m3u8
山东卫视桐乡,http://218.13.170.98:9901/tsfile/live/1009_1.m3u8
辽宁卫视桐乡,http://218.13.170.98:9901/tsfile/live/0121_1.m3u8
四川卫视桐乡,http://218.13.170.98:9901/tsfile/live/1011_1.m3u8
重庆卫视桐乡,http://218.13.170.98:9901/tsfile/live/1012_1.m3u8
贵州卫视桐乡,http://218.13.170.98:9901/tsfile/live/1014_1.m3u8
东南卫视桐乡,http://218.13.170.98:9901/tsfile/live/1015_1.m3u8
河北卫视桐乡,http://218.13.170.98:9901/tsfile/live/1016_1.m3u8
江西卫视桐乡,http://218.13.170.98:9901/tsfile/live/1017_1.m3u8
吉林卫视桐乡,http://218.13.170.98:9901/tsfile/live/1018_1.m3u8
广西卫视桐乡,http://218.13.170.98:9901/tsfile/live/1019_1.m3u8
陕西卫视桐乡,http://218.13.170.98:9901/tsfile/live/0136_1.m3u8
山西卫视桐乡,http://218.13.170.98:9901/tsfile/live/0118_1.m3u8
青海卫视桐乡,http://218.13.170.98:9901/tsfile/live/0140_1.m3u8
海南卫视桐乡,http://218.13.170.98:9901/tsfile/live/1020_1.m3u8
宁夏卫视桐乡,http://218.13.170.98:9901/tsfile/live/0112_1.m3u8
西藏卫视桐乡,http://218.13.170.98:9901/tsfile/live/0111_1.m3u8
新疆卫视桐乡,http://218.13.170.98:9901/tsfile/live/0110_1.m3u8
甘肃卫视桐乡,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8
兵团卫视桐乡,http://218.13.170.98:9901/tsfile/live/0115_1.m3u8
内蒙古视桐乡,http://218.13.170.98:9901/tsfile/live/0109_1.m3u8
黑龙江视桐乡,http://218.13.170.98:9901/tsfile/live/1006_1.m3u8

央视嘉兴频道,#genre#

CCTV-01嘉兴,http://27.41.246.255:9003//hls/4/index.m3u8
CCTV-02嘉兴,http://27.41.246.255:9003//hls/5/index.m3u8
CCTV-03嘉兴,http://27.41.246.255:9003//hls/6/index.m3u8
CCTV-04嘉兴,http://27.41.246.255:9003//hls/7/index.m3u8
CCTV-05嘉兴,http://27.41.246.255:9003//hls/8/index.m3u8
CCTV-06嘉兴,http://27.41.246.255:9003//hls/9/index.m3u8
CCTV-07嘉兴,http://27.41.246.255:9003//hls/10/index.m3u8
CCTV-08嘉兴,http://27.41.246.255:9003//hls/11/index.m3u8
CCTV-09嘉兴,http://27.41.246.255:9003//hls/12/index.m3u8
CCTV-10嘉兴,http://27.41.246.255:9003//hls/13/index.m3u8
CCTV-11嘉兴,http://27.41.246.255:9003//hls/14/index.m3u8
CCTV-12嘉兴,http://27.41.246.255:9003//hls/15/index.m3u8
CCTV-13嘉兴,http://27.41.246.255:9003//hls/16/index.m3u8
CCTV-14嘉兴,http://27.41.246.255:9003//hls/17/index.m3u8
CCTV-15嘉兴,http://27.41.246.255:9003//hls/18/index.m3u8
CCTV-17嘉兴,http://27.41.246.255:9003//hls/19/index.m3u8

卫视嘉兴频道,#genre#

北京卫视嘉兴,http://27.41.246.255:9003//hls/22/index.m3u8
东方卫视嘉兴,http://27.41.246.255:9003//hls/25/index.m3u8
浙江卫视嘉兴,http://27.41.246.255:9003//hls/41/index.m3u8
江苏卫视嘉兴,http://27.41.246.255:9003//hls/31/index.m3u8
深圳卫视嘉兴,http://27.41.246.255:9003//hls/21/index.m3u8
安徽卫视嘉兴,http://27.41.246.255:9003//hls/23/index.m3u8
山西卫视嘉兴,http://27.41.246.255:9003//hls/36/index.m3u8
广西卫视嘉兴,http://27.41.246.255:9003//hls/27/index.m3u8
四川卫视嘉兴,http://27.41.246.255:9003//hls/38/index.m3u8
重庆卫视嘉兴,http://27.41.246.255:9003//hls/42/index.m3u8
贵州卫视嘉兴,http://27.41.246.255:9003//hls/28/index.m3u8
吉林卫视嘉兴,http://27.41.246.255:9003//hls/29/index.m3u8
宁夏卫视嘉兴,http://27.41.246.255:9003//hls/33/index.m3u8
青海卫视嘉兴,http://27.41.246.255:9003//hls/34/index.m3u8
厦门卫视嘉兴,http://27.41.246.255:9003//hls/35/index.m3u8
陕西卫视嘉兴,http://27.41.246.255:9003//hls/37/index.m3u8
兵团卫视嘉兴,http://27.41.246.255:9003//hls/24/index.m3u8
甘肃卫视嘉兴,http://27.41.246.255:9003//hls/26/index.m3u8
西藏卫视嘉兴,http://27.41.246.255:9003//hls/39/index.m3u8
新疆卫视嘉兴,http://27.41.246.255:9003//hls/40/index.m3u8
内蒙古视嘉兴,http://27.41.246.255:9003//hls/32/index.m3u8
北京卫视嘉兴,http://27.41.246.255:9003//hls/22/index.m3u8
东方卫视嘉兴,http://27.41.246.255:9003//hls/25/index.m3u8
浙江卫视嘉兴,http://27.41.246.255:9003//hls/41/index.m3u8
江苏卫视嘉兴,http://27.41.246.255:9003//hls/31/index.m3u8
深圳卫视嘉兴,http://27.41.246.255:9003//hls/21/index.m3u8
安徽卫视嘉兴,http://27.41.246.255:9003//hls/23/index.m3u8
山西卫视嘉兴,http://27.41.246.255:9003//hls/36/index.m3u8
广西卫视嘉兴,http://27.41.246.255:9003//hls/27/index.m3u8
四川卫视嘉兴,http://27.41.246.255:9003//hls/38/index.m3u8
重庆卫视嘉兴,http://27.41.246.255:9003//hls/42/index.m3u8
贵州卫视嘉兴,http://27.41.246.255:9003//hls/28/index.m3u8
吉林卫视嘉兴,http://27.41.246.255:9003//hls/29/index.m3u8
宁夏卫视嘉兴,http://27.41.246.255:9003//hls/33/index.m3u8
青海卫视嘉兴,http://27.41.246.255:9003//hls/34/index.m3u8
厦门卫视嘉兴,http://27.41.246.255:9003//hls/35/index.m3u8
陕西卫视嘉兴,http://27.41.246.255:9003//hls/37/index.m3u8
兵团卫视嘉兴,http://27.41.246.255:9003//hls/24/index.m3u8
甘肃卫视嘉兴,http://27.41.246.255:9003//hls/26/index.m3u8
西藏卫视嘉兴,http://27.41.246.255:9003//hls/39/index.m3u8
新疆卫视嘉兴,http://27.41.246.255:9003//hls/40/index.m3u8
内蒙古视嘉兴,http://27.41.246.255:9003//hls/32/index.m3u8

央视海宁频道,#genre#

CCTV-01海宁,http://117.161.12.116/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV-02海宁,http://117.161.12.116/live/program/live/cctv2hd8m/8000000/mnf.m3u8
CCTV-03海宁,http://117.161.12.116/live/program/live/cctv38m/8000000/mnf.m3u8
CCTV-04海宁,http://117.161.12.116/live/program/live/cctv4hd8m/8000000/mnf.m3u8
CCTV-05海宁,http://117.161.12.116/live/program/live/cctv58m/8000000/mnf.m3u8
CCTV-5+海宁,http://117.161.12.116/live/program/live/cctv5phd8m/8000000/mnf.m3u8
CCTV-06海宁,http://117.161.12.116/live/program/live/cctv6hd8m/8000000/mnf.m3u8
CCTV-07海宁,http://117.161.12.116/live/program/live/cctv7hd8m/8000000/mnf.m3u8
CCTV-08海宁,http://117.161.12.116/live/program/live/cctv8hd8m/8000000/mnf.m3u8
CCTV-09海宁,http://117.161.12.116/live/program/live/cctv9hd8m/8000000/mnf.m3u8
CCTV-10海宁,http://117.161.12.116/live/program/live/cctv10hd8m/8000000/mnf.m3u8
CCTV-11海宁,http://117.161.12.116/live/program/live/cctv11hd8m/8000000/mnf.m3u8
CCTV-12海宁,http://117.161.12.116/live/program/live/cctv12hd8m/8000000/mnf.m3u8
CCTV-13海宁,http://117.161.12.116/live/program/live/cctv13xwhd8m/8000000/mnf.m3u8
CCTV-14海宁,http://117.161.12.116/live/program/live/cctvsehd8m/8000000/mnf.m3u8
CCTV-15海宁,http://117.161.12.116/live/program/live/cctv15hd8m/8000000/mnf.m3u8
CCTV-16海宁,http://117.161.12.116/live/program/live/cctv16hd8m/8000000/mnf.m3u8
CCTV-17海宁,http://117.161.12.116/live/program/live/cctv17hd8m/8000000/mnf.m3u8

卫视海宁频道,#genre#

北京卫视海宁,http://117.161.12.116/live/program/live/bjwshd8m/8000000/mnf.m3u8
东方卫视海宁,http://117.161.12.116/live/program/live/dfwshd8m/8000000/mnf.m3u8
浙江卫视海宁,http://117.161.12.116/live/program/live/zjwshd8m/8000000/mnf.m3u8
江苏卫视海宁,http://117.161.12.116/live/program/live/jswshd8m/8000000/mnf.m3u8
湖南卫视海宁,http://117.161.12.116/live/program/live/hunanwshd8m/8000000/mnf.m3u8
广东卫视海宁,http://117.161.12.116/live/program/live/gdwshd8m/8000000/mnf.m3u8
深圳卫视海宁,http://117.161.12.116/live/program/live/szwshd8m/8000000/mnf.m3u8
天津卫视海宁,http://117.161.12.116/live/program/live/tjwshd8m/8000000/mnf.m3u8
安徽卫视海宁,http://117.161.12.116/live/program/live/ahwshd8m/8000000/mnf.m3u8
山东卫视海宁,http://117.161.12.116/live/program/live/sdws8m/8000000/mnf.m3u8
辽宁卫视海宁,http://117.161.12.116/live/program/live/lnwshd8m/8000000/mnf.m3u8
河北卫视海宁,http://117.161.12.116/live/program/live/hbwshd8m/8000000/mnf.m3u8
河南卫视海宁,http://117.161.12.116/live/program/live/hnwshd8m/8000000/mnf.m3u8
江西卫视海宁,http://117.161.12.116/live/program/live/jxws8m/8000000/mnf.m3u8
四川卫视海宁,http://117.161.12.116/live/program/live/scwshd/8000000/mnf.m3u8
重庆卫视海宁,http://117.161.12.116/live/program/live/cqws8m/8000000/mnf.m3u8
